2767	3987
2799	3983
2827	3981
2892	3977
2909	3976
2914	3972
2975	3970
2978	3965
3010	3963
3034	3961
3038	3959
3044	3955
3079	3954
3086	3949
3103	3948
3131	3944
3145	3942
3149	3939
3161	3938
3166	3934
3170	3931
3172	3930
3200	3929
3203	3925
3221	3924
3228	3921
3251	3914
3253	3910
3270	3908
3272	3900
3276	3899
3277	3898
3293	3897
3299	3890
3304	3886
3305	3885
3317	3884
3325	3883
3336	3879
3344	3873
3349	3863
3351	3862
3352	3861
3352	3861
3353	3860
3355	3859
3355	3859
3366	3858
3369	3857
3370	3852
3374	3848
3379	3847
3389	3846
3396	3845
3398	3837
3421	3836
3429	3823
3433	3814
3453	3812
3455	3803
3459	3801
3461	3799
3472	3795
3482	3790
3483	3781
3484	3779
3491	3777
3492	3776
3502	3773
3507	3771
3514	3766
3522	3754
3529	3750
3532	3749
3537	3747
3541	3738
3542	3735
3543	3733
3544	3728
3561	3726
3571	3713
3572	3704
3580	3699
3590	3686
3596	3681
3597	3667
3597	3667
3599	3665
3603	3662
3606	3656
3609	3654
3614	3645
3621	3643
3624	3642
3627	3629
3628	3627
3631	3611
3634	3610
3635	3608
3641	3606
3642	3592
3644	3590
3648	3587
3653	3583
3654	3579
3666	3568
3672	3554
3679	3535
3685	3518
3691	3510
3692	3492
3698	3491
3699	3484
3701	3474
3702	3470
3704	3467
3706	3465
3708	3455
3711	3448
3714	3441
3717	3439
3720	3430
3722	3422
3727	3411
3729	3394
3731	3388
3735	3386
3736	3380
3737	3369
3738	3363
3746	3360
3753	3341
3755	3324
3757	3315
3758	3309
3759	3302
3760	3295
3762	3290
3768	3289
3770	3272
3777	3253
3780	3235
3782	3224
3785	3218
3787	3201
3789	3199
3790	3197
3791	3188
3794	3182
3796	3159
3797	3155
3799	3154
3802	3138
3802	3138
3805	3126
3809	3119
3810	3099
3811	3097
3813	3082
3816	3078
3817	3057
3818	3055
3820	3046
3820	3046
3822	3029
3824	3018
3826	3011
3829	3000
3833	2982
3835	2975
3839	2948
3841	2913
3843	2890
3845	2873
3846	2851
3847	2844
3848	2834
3849	2833
3850	2806
