7088	9736
7101	9735
7106	9734
7222	9733
7277	9729
7279	9724
7313	9722
7319	9718
7329	9717
7343	9715
7348	9714
7362	9713
7365	9711
7379	9710
7398	9706
7419	9704
7430	9699
7445	9696
7460	9692
7468	9688
7489	9685
7504	9679
7519	9675
7521	9673
7538	9672
7542	9667
7557	9666
7561	9662
7570	9660
7574	9658
7580	9656
7591	9655
7595	9652
7602	9650
7614	9647
7617	9646
7629	9643
7642	9638
7644	9636
7655	9635
7665	9630
7667	9629
7674	9626
7678	9625
7682	9622
7682	9622
7685	9621
7694	9619
7697	9618
7699	9617
7706	9615
7710	9614
7712	9613
7718	9611
7721	9609
7723	9607
7727	9606
7735	9605
7741	9603
7744	9600
7748	9599
7751	9598
7755	9597
7757	9596
7762	9595
7768	9593
7771	9592
7774	9590
7777	9589
7780	9588
7781	9587
7792	9586
7795	9583
7800	9580
7806	9579
7811	9577
7818	9575
7821	9572
7822	9570
7836	9569
7838	9567
7840	9566
7845	9565
7847	9564
7859	9561
7863	9558
7863	9558
7870	9556
7874	9552
7881	9549
7886	9547
7889	9546
7890	9545
7892	9544
7897	9543
7898	9542
7906	9539
7907	9537
7909	9536
7912	9535
7917	9533
7918	9532
7926	9531
7933	9529
7934	9525
7935	9524
7941	9523
7944	9521
7947	9520
7949	9519
7951	9518
7958	9517
7961	9516
7967	9514
7970	9512
7973	9511
7979	9510
7988	9506
7994	9504
7998	9500
8001	9498
8008	9496
8008	9496
8015	9494
8026	9491
8028	9485
8035	9483
8037	9480
8040	9479
8046	9477
8051	9476
8053	9475
8056	9472
8059	9469
8059	9469
8061	9468
8064	9465
8066	9464
8078	9463
8082	9457
8086	9456
8096	9454
8098	9450
8105	9447
8113	9446
8114	9445
8125	9444
8127	9438
8133	9434
8135	9431
8136	9428
8141	9427
8144	9426
8145	9425
8147	9424
8151	9422
8163	9421
8175	9414
8183	9407
8187	9402
8192	9401
8193	9399
8200	9397
8204	9393
8207	9389
8208	9387
8212	9386
8219	9384
8220	9383
8221	9379
8233	9377
8245	9374
8253	9367
8267	9360
8270	9350
8272	9349
8274	9348
8279	9347
8286	9346
8294	9339
8296	9335
8300	9333
8303	9332
8304	9329
8306	9328
8311	9324
8311	9324
8316	9323
8323	9318
8324	9316
8331	9311
8336	9307
8345	9306
8356	9297
8358	9295
8359	9294
8362	9292
8362	9292
8364	9291
8364	9291
8368	9288
8372	9284
8377	9280
8382	9278
8385	9273
8387	9272
8389	9270
8393	9269
8395	9266
8398	9265
8402	9264
8403	9261
8404	9258
8407	9256
8411	9255
8413	9254
8418	9251
8419	9249
8421	9247
8425	9246
8426	9244
8428	9240
8428	9240
8430	9239
8435	9237
8441	9236
8445	9233
8450	9227
8452	9223
8454	9222
8458	9220
8459	9219
8462	9216
8469	9215
8473	9212
8477	9208
8481	9205
8490	9198
8501	9192
8505	9189
8508	9182
8516	9176
8520	9173
8525	9168
8529	9165
8533	9161
8537	9158
8542	9154
8546	9151
8551	9143
8560	9140
8562	9137
8566	9133
8570	9130
8572	9122
8574	9121
8578	9119
8580	9116
8581	9115
8591	9113
8594	9106
8598	9101
8603	9099
8606	9094
8613	9093
8615	9089
8617	9084
8619	9083
8623	9082
8626	9080
8627	9076
8628	9075
8633	9070
8636	9066
8639	9063
8640	9062
8641	9061
8644	9059
8647	9057
8653	9052
8655	9047
8661	9045
8663	9041
8665	9040
8667	9035
8673	9033
8674	9029
8675	9028
8680	9026
8682	9020
8688	9019
8692	9013
8697	9009
8699	9004
8703	9000
8705	8999
8712	8995
8713	8986
8714	8984
8714	8984
8718	8982
8720	8981
8722	8976
8723	8975
8726	8974
8730	8969
8731	8968
8732	8967
8733	8966
8736	8963
8737	8962
8741	8960
8744	8957
8745	8955
8747	8947
8751	8946
8754	8942
8755	8938
8756	8937
8758	8935
8759	8934
8759	8934
8760	8933
8760	8933
8761	8932
8763	8931
8765	8928
8766	8927
8766	8927
8769	8926
8770	8925
8773	8921
8777	8917
8779	8914
8781	8908
8783	8906
8786	8905
8787	8902
8788	8901
8789	8900
8793	8898
8794	8895
8797	8894
8798	8893
8801	8889
8802	8886
8805	8881
8806	8880
8807	8878
8812	8874
8816	8870
8817	8866
8818	8865
8822	8861
8823	8860
8823	8860
8826	8859
8830	8854
8831	8850
8833	8849
8835	8846
8838	8839
8840	8838
8842	8835
8844	8830
8845	8828
8851	8826
8859	8819
8860	8813
8861	8808
8868	8806
8869	8797
8870	8795
8872	8793
8877	8790
8879	8783
8881	8780
8884	8779
