5734	8720
5754	8716
5754	8716
5974	8712
6004	8708
6004	8708
6094	8704
6096	8698
6156	8694
6184	8692
6184	8692
6184	8692
6184	8692
6192	8690
6274	8684
6296	8674
6296	8674
6348	8672
6348	8672
6350	8664
6384	8660
6394	8658
6394	8658
6400	8654
6400	8654
6400	8654
6412	8652
6412	8652
6436	8650
6450	8644
6450	8644
6472	8642
6472	8642
6472	8642
6472	8642
6476	8638
6492	8636
6510	8634
6510	8634
6522	8628
6522	8628
6524	8626
6546	8624
6546	8624
6556	8622
6562	8620
6562	8620
6562	8620
6566	8618
6566	8618
6584	8616
6584	8616
6584	8616
6584	8616
6590	8614
6598	8610
6600	8608
6600	8608
6600	8608
6600	8608
6600	8608
6600	8608
6610	8606
6620	8604
6620	8604
6636	8602
6636	8602
6638	8600
6638	8600
6638	8600
6646	8598
6646	8598
6670	8596
6672	8590
6672	8590
6682	8588
6682	8588
6706	8586
6706	8586
6718	8580
6718	8580
6724	8578
6724	8578
6728	8576
6734	8574
6734	8574
6734	8574
6734	8574
6740	8572
6740	8572
6740	8572
6740	8572
6740	8572
6740	8572
6740	8572
6740	8572
6760	8570
6760	8570
6762	8568
6762	8568
6764	8566
6764	8566
6770	8564
6770	8564
6770	8564
6770	8564
6770	8564
6776	8562
6782	8558
6782	8558
6808	8556
6814	8554
6814	8554
6814	8554
6814	8554
6834	8552
6844	8546
6844	8546
6850	8544
6850	8544
6862	8538
6868	8536
6872	8534
6878	8532
6878	8532
6898	8530
6898	8530
6904	8528
6904	8528
6906	8524
6912	8520
6918	8518
6942	8516
6948	8514
6958	8506
6958	8506
6970	8504
6976	8502
6976	8502
6976	8502
6978	8500
6978	8500
6978	8500
6986	8494
6986	8494
6986	8494
6986	8494
6986	8494
6986	8494
6986	8494
6986	8494
6986	8494
6986	8494
6986	8494
6986	8494
6986	8494
6986	8494
6986	8494
6994	8492
6994	8492
6994	8492
6994	8492
6994	8492
6994	8492
6994	8492
6994	8492
7000	8490
7000	8490
7000	8490
7000	8490
7000	8490
7000	8490
7006	8486
7006	8486
7028	8484
7040	8480
7040	8480
7046	8478
7046	8478
7052	8474
7062	8472
7062	8472
7064	8468
7064	8468
7068	8466
7068	8466
7074	8464
7074	8464
7076	8460
7076	8460
7090	8458
7094	8454
7094	8454
7098	8452
7098	8452
7098	8452
7098	8452
7100	8450
7106	8448
7114	8446
7122	8444
7122	8444
7128	8442
7128	8442
7128	8442
7128	8442
7132	8440
7148	8438
7150	8436
7158	8432
7158	8432
7164	8428
7174	8422
7174	8422
7174	8422
7174	8422
7176	8420
7186	8418
7186	8418
7190	8416
