2884	4119
2943	4114
2985	4113
2989	4109
3011	4108
3030	4098
3036	4097
3044	4094
3048	4092
3056	4091
3072	4087
3089	4083
3097	4082
3115	4080
3132	4076
3142	4064
3149	4061
3155	4059
3166	4057
3169	4052
3180	4049
3181	4048
3197	4045
3200	4040
3201	4039
3205	4038
3212	4036
3216	4035
3222	4034
3225	4028
3232	4027
3238	4021
3239	4018
3239	4018
3251	4017
3256	4016
3275	4010
3292	4006
3301	3993
3315	3989
3316	3979
3324	3976
3327	3971
3336	3967
3339	3961
3351	3959
3372	3952
3373	3944
3379	3940
3381	3939
3393	3932
3396	3927
3398	3924
3413	3923
3419	3906
3420	3905
3423	3899
3440	3897
3446	3886
3450	3881
3452	3877
3464	3870
3472	3863
3478	3858
3479	3851
3484	3850
3485	3840
3489	3835
3492	3833
3500	3832
3506	3824
3509	3819
3513	3810
3516	3808
3521	3804
3522	3799
3525	3798
3533	3789
3534	3787
3537	3778
3539	3776
3542	3772
3543	3770
3545	3768
3546	3764
3546	3764
3558	3762
3566	3753
3570	3747
3574	3736
3578	3730
3582	3715
3590	3714
3593	3707
3597	3703
3605	3691
3607	3687
3610	3678
3613	3677
3614	3672
3617	3668
3619	3667
3629	3654
3632	3647
3633	3643
3634	3636
3639	3632
3646	3628
3648	3620
3649	3616
3650	3614
3653	3613
3655	3605
3656	3601
3657	3597
3660	3596
3661	3593
3662	3591
3669	3585
3676	3570
3677	3566
3680	3565
3681	3561
3682	3548
3686	3547
3688	3546
3689	3542
3690	3540
3691	3534
3697	3530
3700	3523
3705	3508
3706	3500
3707	3497
3713	3495
3718	3484
3721	3477
3731	3469
3732	3451
3733	3442
3744	3435
3747	3410
3753	3405
3755	3385
3757	3378
3758	3372
3768	3369
3769	3354
3777	3339
3781	3321
3787	3305
3791	3295
3794	3277
3796	3262
3797	3252
3798	3249
3800	3244
3803	3238
3804	3232
3808	3214
3811	3185
3817	3183
3819	3155
3826	3143
3828	3130
3834	3092
3840	3076
3841	3028
3842	3023
3843	2989
3845	2988
3846	2981
3849	2959
3850	2925
