100
750 750
8	5
25	27
21	9
6	6
27	28
8	61
9	30
27	47
5	50
16	57
21	40
13	39
15	18
20	64
15	23
7	69
23	43
9	31
25	24
7	66
25	8
20	31
10	31
23	30
9	52
24	48
23	50
24	20
7	17
10	24
4	31
20	7
22	11
28	46
15	37
16	64
17	37
26	46
29	59
27	27
16	8
19	20
25	59
16	69
18	11
21	68
11	57
6	54
2	52
7	26
9	23
3	24
5	55
3	56
14	13
4	14
24	64
4	58
30	22
11	14
14	65
29	53
13	26
27	34
7	54
7	52
4	34
14	49
4	30
18	68
2	10
15	63
6	9
11	12
29	40
2	30
23	58
8	20
8	52
3	41
6	23
18	70
23	11
11	22
7	61
20	8
11	67
2	37
10	25
18	19
7	45
18	22
19	63
19	54
22	59
15	11
24	57
21	16
21	59
29	24
8	45
25	46
21	60
6	14
27	28
8	47
9	10
27	49
5	69
16	30
21	65
13	9
15	6
20	7
15	80
7	43
23	18
9	57
25	25
7	63
25	20
20	64
10	27
23	71
9	57
24	49
23	22
24	74
7	38
10	11
4	66
20	49
22	55
28	22
15	39
16	42
17	29
26	61
29	54
27	67
16	33
19	56
25	35
16	5
18	13
21	43
11	50
6	47
2	59
7	41
9	40
3	4
5	68
3	36
14	55
4	55
24	46
4	23
30	36
11	4
14	26
29	8
13	73
27	25
7	50
7	16
4	74
14	5
4	43
18	66
2	24
15	57
6	21
11	32
29	36
2	27
23	15
8	80
8	62
3	64
6	58
18	34
23	7
11	60
7	30
20	77
11	70
2	54
10	35
18	39
7	63
18	43
19	36
19	12
22	70
15	71
24	33
21	54
21	70
29	28
